weight,age,height,size
53,31,160.02,XXS
79,28,182.88,XXXL
52,37,147.32,S
71,38,165.1,XXXL
58,30,160.02,S
67,27,172.72,XL
49,28,157.48,XXS
63,32,167.64,XL
55,29,170.18,S
70,36,170.18,XL
58,19,165.1,S
45,33,157.48,XXS
64,46,175.26,XL
51,49,165.1,XXS
54,28,167.64,S
58,27,165.1,XL
56,30,162.56,S
72,38,167.64,XL
56,35,167.64,M
63,42,160.02,XXXL
68,25,172.72,XXXL
56,29,157.48,S
57,21,167.64,L
56,56,162.56,L
72,31,167.64,XXXL
64,29,170.18,L
58,53,162.56,M
56,51,160.02,L
58,30,165.1,M
50,28,160.02,XXS
49,31,157.48,XXS
61,29,175.26,M
54,39,157.48,M
68,28,175.26,L
54,30,165.1,S
104,30,180.34,XXXL
58,28,165.1,M
54,54,157.48,S
49,27,165.1,S
61,31,165.1,S
65,29,167.64,XL
68,33,180.34,L
61,31,162.56,M
68,35,157.48,XXXL
77,31,160.02,L
72,30,162.56,XXXL
90,37,167.64,XXXL
63,36,165.1,XL
68,37,160.02,XXXL
63,28,160.02,L
66,57,172.72,XXXL
56,30,162.56,M
56,45,149.86,S
51,39,172.72,S
68,34,167.64,XL
50,34,157.48,XXS
49,20,170.18,S
61,29,165.1,M
74,39,167.64,L
51,30,160.02,S
68,46,170.18,XXXL
68,29,167.64,XXXL
63,46,172.72,XXXL
67,34,175.26,L
68,28,160.02,XL
61,37,165.1,XXXL
63,38,162.56,L
65,32,165.1,M
62,35,167.64,L
61,25,172.72,M
70,27,170.18,XL
61,35,157.48,XL
65,73,162.56,XXXL
58,40,167.64,M
50,62,157.48,M
63,27,170.18,L
58,25,167.64,XL
56,31,170.18,S
61,27,167.64,XL
56,30,162.56,S
86,50,172.72,XXXL
81,34,177.8,XXXL
49,26,162.56,XXS
47,28,167.64,XXS
70,37,167.64,XL
58,33,162.56,M
63,52,165.1,XXXL
74,21,165.1,XXXL
58,45,160.02,XXXL
70,29,162.56,XL
63,33,165.1,XL
58,36,172.72,S
68,45,170.18,L
63,32,170.18,L
56,36,165.1,S
74,28,162.56,XXXL
90,31,172.72,XXXL
59,30,175.26,S
77,30,165.1,XXXL
63,28,162.56,XL
63,42,182.88,XL
63,33,167.64,L
58,31,170.18,M
48,25,152.4,S
74,26,165.1,XL
63,47,170.18,XL
68,35,182.88,S
58,31,167.64,L
58,21,162.56,L
65,49,167.64,XL
49,23,154.94,M
52,28,167.64,S
58,46,165.1,L
68,33,172.72,XL
63,36,172.72,XL
68,28,167.64,XXXL
54,30,160.02,M
63,24,177.8,M
61,51,165.1,XL
63,28,160.02,XXL
52,33,160.02,XXS
60,60,167.64,M
63,27,175.26,XL
61,51,167.64,L
58,24,167.64,S
63,29,157.48,L
65,57,162.56,XXXL
54,39,167.64,XXS
68,33,170.18,L
52,24,157.48,M
65,36,170.18,XL
72,28,170.18,XXXL
56,30,170.18,XXS
63,31,154.94,L
65,29,167.64,XXXL
45,20,162.56,XXS
49,32,157.48,XXS
81,29,167.64,XXXL
111,28,175.26,XXXL
57,27,172.72,M
54,29,167.64,S
88,34,167.64,XXXL
72,39,177.8,XXXL
50,32,160.02,XXS
49,36,172.72,XXS
61,37,175.26,L
61,59,177.8,L
60,36,160.02,M
68,27,175.26,XL
63,59,160.02,XXXL
61,30,162.56,M
56,31,162.56,M
58,30,165.1,M
58,47,170.18,L
79,33,177.8,XXXL
58,28,170.18,M
74,33,175.26,XL
56,42,160.02,M
58,33,162.56,L
49,30,165.1,XXS
74,40,172.72,XXXL
58,41,165.1,M
53,28,162.56,S
61,28,177.8,S
62,26,172.72,M
58,31,162.56,M
57,21,167.64,XL
52,27,172.72,S
54,28,149.86,S
54,39,162.56,S
61,33,175.26,M
52,34,165.1,XXS
72,28,170.18,XXXL
63,30,177.8,L
58,42,165.1,L
53,48,160.02,M
52,24,162.56,S
88,19,162.56,XXXL
57,35,167.64,M
63,30,170.18,L
81,26,157.48,XXXL
65,28,167.64,XXXL
63,61,170.18,XL
61,59,177.8,XL
56,28,154.94,M
74,32,177.8,L
59,33,162.56,L
54,30,165.1,S
49,22,149.86,XXS
65,60,165.1,XXXL
74,26,172.72,XL
53,36,162.56,XXS
54,29,167.64,L
61,31,165.1,M
47,29,160.02,XXS
63,32,167.64,XL
48,19,165.1,XXS
52,27,154.94,S
61,31,160.02,XL
78,36,175.26,XL
65,35,167.64,XL
47,33,165.1,S
61,37,165.1,L
58,25,165.1,M
70,30,180.34,XL
58,36,170.18,M
65,30,170.18,L
65,32,167.64,M
54,33,157.48,S
52,31,167.64,M
54,31,157.48,S
61,25,170.18,M
63,26,165.1,M
58,26,170.18,XL
58,42,170.18,M
68,29,162.56,XXXL
62,43,170.18,S
61,39,162.56,XL
90,34,175.26,XXXL
58,33,162.56,S
55,42,172.72,M
52,21,160.02,XXS
56,32,165.1,S
65,31,157.48,L
63,33,167.64,L
54,44,162.56,M
54,37,157.48,S
61,31,162.56,XL
62,45,167.64,L
71,38,167.64,XXXL
58,25,170.18,M
56,29,165.1,M
54,22,162.56,M
54,36,154.94,M
63,53,172.72,XL
76,40,175.26,XXXL
65,27,172.72,M
63,27,162.56,L
61,46,172.72,XL
68,31,167.64,L
49,51,162.56,M
65,28,170.18,XL
63,38,157.48,M
70,34,177.8,XL
60,34,167.64,M
63,37,152.4,XXL
52,29,157.48,XXS
70,45,170.18,XXXL
81,34,172.72,XXXL
58,34,160.02,M
49,29,162.56,S
55,38,162.56,M
66,47,162.56,XL
56,26,162.56,XL
79,25,154.94,XXXL
61,26,172.72,M
54,27,167.64,S
65,25,157.48,L
72,32,162.56,XXXL
54,29,162.56,XXS
52,21,154.94,S
68,35,170.18,M
53,36,167.64,S
63,29,167.64,XL
54,30,162.56,XXS
65,24,167.64,M
86,42,162.56,XXXL
58,31,162.56,M
65,35,167.64,XL
58,23,170.18,M
55,44,162.56,S
56,25,170.18,M
86,36,175.26,XXXL
54,28,160.02,M
56,28,167.64,S
95,38,170.18,XXXL
56,43,167.64,M
59,36,167.64,M
65,26,172.72,XL
54,22,170.18,M
72,42,172.72,XXXL
72,27,162.56,XL
58,29,165.1,M
63,35,160.02,L
58,29,170.18,XXS
52,25,162.56,M
49,31,167.64,XXS
65,31,177.8,M
108,48,177.8,XXXL
68,29,170.18,XL
58,28,170.18,L
70,30,167.64,L
53,56,154.94,L
49,24,165.1,XXS
58,39,167.64,L
54,29,162.56,S
68,27,162.56,XXXL
61,25,172.72,M
58,37,167.64,S
65,25,165.1,M
62,24,172.72,M
63,31,170.18,L
58,32,170.18,M
56,42,165.1,S
54,29,160.02,S
65,44,160.02,XL
95,27,154.94,XXXL
63,30,165.1,L
58,31,162.56,M
86,28,170.18,XXXL
58,26,152.4,M
92,37,170.18,XXXL
61,29,172.72,M
61,40,175.26,L
75,27,165.1,XXXL
62,38,170.18,XL
54,29,165.1,S
54,31,165.1,M
68,40,162.56,M
49,27,152.4,S
54,42,160.02,M
58,37,160.02,M
68,30,172.72,XL
53,49,152.4,M
84,58,160.02,XXXL
56,32,175.26,M
56,25,165.1,S
52,20,167.64,XXS
63,32,167.64,XXXL
61,31,157.48,M
54,27,165.1,M
79,37,165.1,XXXL
54,32,167.64,M
68,31,180.34,L
70,36,162.56,XXXL
58,50,162.56,L
86,31,170.18,XXXL
72,51,160.02,XXXL
62,31,165.1,M
62,26,170.18,M
45,34,157.48,XXS
63,28,170.18,L
58,26,167.64,M
54,27,160.02,S
53,36,157.48,XXS
56,17,162.56,M
65,27,154.94,XL
77,32,167.64,XL
56,29,170.18,M
66,51,170.18,XL
61,29,165.1,M
56,26,165.1,M
70,28,170.18,XXXL
56,28,165.1,S
58,26,167.64,M
68,40,170.18,L
61,34,,L
49,27,152.4,S
49,38,167.64,XXS
58,25,172.72,S
67,25,165.1,XL
58,36,170.18,M
72,40,154.94,XL
56,29,162.56,M
68,28,170.18,M
61,32,167.64,XXXL
68,45,167.64,XXXL
65,26,172.72,L
54,28,175.26,XXS
72,32,167.64,XXXL
65,31,162.56,L
55,33,160.02,S
61,29,170.18,L
72,25,162.56,L
63,28,162.56,XL
61,28,157.48,M
52,30,170.18,S
61,48,172.72,L
62,43,160.02,XXXL
55,29,154.94,M
54,31,170.18,S
72,30,170.18,XL
82,29,170.18,XXXL
68,31,170.18,XL
56,34,160.02,L
56,29,165.1,M
75,35,162.56,XL
49,38,162.56,M
70,35,165.1,XL
67,27,175.26,XXXL
61,30,160.02,XL
63,25,177.8,XL
72,30,175.26,XXXL
51,39,172.72,XXS
65,32,162.56,L
62,37,165.1,S
47,27,167.64,S
56,38,167.64,S
54,34,152.4,S
56,44,162.56,M
69,32,165.1,L
56,29,162.56,S
58,31,167.64,M
68,21,170.18,XL
56,62,162.56,M
68,38,170.18,L
72,51,167.64,XXXL
58,27,162.56,L
52,23,160.02,XXS
61,36,170.18,M
81,30,170.18,XXXL
52,27,157.48,XXS
50,32,157.48,XXS
50,37,165.1,XXS
54,29,175.26,S
47,30,154.94,XXS
54,27,167.64,S
60,40,160.02,L
68,29,165.1,XL
56,34,170.18,S
93,35,165.1,XXXL
70,45,165.1,XL
63,37,157.48,XL
48,43,157.48,S
63,27,172.72,L
68,36,180.34,XL
81,37,177.8,XXXL
59,35,170.18,M
56,28,172.72,XXS
56,32,170.18,S
63,24,165.1,XL
70,60,180.34,XXL
56,28,165.1,S
66,33,162.56,M
86,35,172.72,XXXL
54,52,162.56,L
49,33,165.1,S
58,29,160.02,S
51,53,154.94,M
65,32,162.56,XL
49,40,165.1,XXS
49,28,165.1,M
61,31,175.26,M
61,29,165.1,L
61,33,160.02,M
61,28,167.64,L
61,25,162.56,M
47,35,154.94,S
56,30,172.72,M
58,28,170.18,L
47,29,162.56,XXS
56,35,160.02,M
65,30,177.8,L
64,29,172.72,L
65,26,172.72,XL
51,39,172.72,XXS
64,33,182.88,L
58,35,167.64,L
81,21,172.72,XXXL
54,38,165.1,M
61,35,177.8,M
106,56,182.88,XXXL
58,25,170.18,S
58,35,162.56,S
49,33,152.4,XXS
70,41,175.26,XXXL
70,28,172.72,XXXL
58,36,160.02,M
65,33,172.72,XL
52,38,157.48,XXS
63,23,175.26,M
61,28,167.64,M
72,31,177.8,L
49,42,152.4,XXS
55,36,162.56,S
63,33,162.56,M
104,31,165.1,XXXL
55,33,167.64,S
49,41,157.48,XXS
52,23,167.64,S
65,39,167.64,XXXL
61,29,170.18,L
60,33,167.64,S
56,24,165.1,M
63,24,152.4,M
61,32,177.8,XL
58,35,167.64,L
56,25,152.4,S
120,43,160.02,XXXL
77,32,167.64,XXXL
65,35,157.48,XXXL
58,37,162.56,M
65,33,170.18,M
57,44,165.1,L
68,41,165.1,XXXL
52,25,160.02,XXS
54,34,157.48,M
51,34,160.02,XXS
77,31,180.34,XL
68,32,175.26,XL
61,39,165.1,L
70,35,177.8,L
79,31,162.56,XXXL
65,45,157.48,XXXL
58,47,160.02,L
58,31,167.64,M
63,50,167.64,XL
74,39,167.64,XXXL
74,39,167.64,XL
68,32,170.18,XL
52,60,160.02,M
68,31,165.1,XXXL
71,29,157.48,XL
65,27,162.56,XXXL
56,39,167.64,S
64,41,175.26,L
54,22,160.02,S
64,38,167.64,L
63,28,170.18,M
63,26,157.48,XXXL
61,43,157.48,L
54,30,162.56,M
59,35,160.02,XL
58,30,167.64,S
63,27,165.1,M
58,37,175.26,M
62,37,167.64,L
63,25,154.94,L
54,32,162.56,XXS
70,31,175.26,XL
61,45,160.02,XL
53,42,154.94,M
56,39,170.18,M
70,35,175.26,XL
99,33,182.88,XXXL
56,49,167.64,L
58,27,167.64,L
56,24,162.56,M
77,35,160.02,XXXL
50,31,154.94,M
61,32,167.64,L
61,30,170.18,M
57,56,172.72,L
61,34,149.86,XXXL
63,25,177.8,L
61,32,157.48,XL
61,51,167.64,XL
72,32,162.56,XXXL
61,40,172.72,M
43,26,154.94,XXS
47,25,157.48,L
58,33,167.64,S
66,30,165.1,XL
61,28,162.56,L
65,32,157.48,XXXL
70,34,175.26,L
47,30,160.02,S
57,35,167.64,M
61,32,157.48,M
56,31,170.18,S
54,28,165.1,S
54,25,160.02,S
61,28,170.18,M
61,28,180.34,M
51,34,162.56,S
61,35,170.18,M
56,31,160.02,M
81,34,177.8,XXXL
58,31,167.64,XL
63,27,162.56,L
70,42,160.02,XXXL
43,25,147.32,XXS
86,42,180.34,XXXL
61,39,149.86,L
86,27,157.48,XXXL
77,51,172.72,XXXL
70,42,162.56,XXXL
54,19,160.02,XXS
65,29,165.1,L
74,32,170.18,XXXL
56,36,170.18,M
60,26,160.02,M
56,34,170.18,S
58,30,162.56,L
61,46,160.02,XL
54,27,175.26,XXS
62,30,177.8,XL
59,45,170.18,M
50,34,162.56,XXS
48,29,162.56,XXS
61,36,175.26,M
56,38,162.56,S
54,26,167.64,S
72,29,170.18,XXXL
54,30,160.02,M
70,52,160.02,XXXL
52,23,167.64,S
58,30,170.18,L
63,40,167.64,M
82,52,162.56,XXXL
79,25,180.34,XL
61,30,160.02,M
61,23,165.1,XL
65,31,175.26,M
56,35,165.1,M
70,33,172.72,XL
68,28,162.56,XXXL
58,27,165.1,S
68,27,170.18,XL
56,47,162.56,M
72,32,162.56,XXXL
83,35,177.8,XXXL
58,26,170.18,M
54,33,165.1,S
81,26,165.1,XXXL
58,53,162.56,L
68,53,170.18,XL
66,34,175.26,L
95,24,175.26,XXXL
55,53,170.18,M
49,40,160.02,S
65,24,175.26,L
65,31,167.64,XL
52,32,154.94,S
61,45,165.1,M
58,48,162.56,M
50,27,165.1,XXS
54,23,165.1,S
58,42,167.64,L
61,30,162.56,XL
56,34,165.1,S
99,30,162.56,XXXL
66,30,167.64,XL
72,24,182.88,XL
72,38,175.26,XL
56,27,175.26,S
61,42,160.02,XL
61,33,157.48,XL
61,21,172.72,XL
65,29,162.56,XXXL
65,31,175.26,L
50,57,154.94,M
56,41,162.56,M
54,26,167.64,XXS
62,49,172.72,XL
58,21,167.64,M
61,33,170.18,M
58,48,157.48,XL
52,47,165.1,XXS
53,36,157.48,S
47,30,157.48,XXS
54,34,167.64,S
58,30,167.64,S
54,22,165.1,L
49,34,160.02,M
74,36,180.34,XXXL
55,40,157.48,M
63,31,170.18,M
54,32,160.02,L
60,38,157.48,XL
56,30,175.26,S
68,34,177.8,XXXL
52,32,170.18,S
77,47,175.26,XL
63,40,160.02,XXXL
56,31,167.64,S
56,30,167.64,M
129,19,170.18,XXXL
65,41,177.8,L
63,37,167.64,M
48,33,157.48,M
54,27,167.64,S
55,37,162.56,S
70,24,167.64,XL
81,40,172.72,XXXL
65,33,177.8,XL
68,31,165.1,XL
53,36,175.26,S
58,31,160.02,M
61,30,175.26,M
70,46,167.64,XL
56,34,170.18,S
65,27,157.48,XL
49,32,170.18,S
62,47,162.56,L
54,49,157.48,M
70,36,162.56,XXXL
53,42,162.56,S
63,39,160.02,XL
71,29,177.8,XL
52,29,160.02,XXS
57,30,167.64,S
63,,167.64,L
63,32,175.26,L
82,46,180.34,XXXL
58,30,165.1,L
74,22,180.34,XXXL
49,34,160.02,XXS
63,30,160.02,L
56,29,167.64,S
58,32,167.64,L
54,29,170.18,XXS
54,28,160.02,M
63,36,157.48,L
68,31,170.18,L
57,30,152.4,M
88,38,167.64,XXXL
52,30,170.18,S
62,30,170.18,M
78,43,175.26,XL
61,25,165.1,L
54,49,160.02,M
52,27,165.1,S
52,44,167.64,S
56,27,160.02,S
49,31,165.1,XXS
58,26,177.8,S
61,21,175.26,S
62,37,162.56,XL
52,32,160.02,M
62,26,167.64,S
56,35,162.56,S
58,31,162.56,M
54,30,167.64,XXS
56,28,165.1,XXS
77,41,170.18,XXXL
58,41,167.64,M
61,33,170.18,M
61,26,162.56,M
56,31,154.94,M
54,31,170.18,M
56,31,167.64,M
63,30,160.02,L
58,26,160.02,M
62,37,167.64,L
57,29,154.94,L
47,32,160.02,XXS
69,30,170.18,XXXL
56,31,170.18,S
70,36,175.26,L
57,35,180.34,S
72,28,167.64,XXXL
68,35,175.26,L
53,30,162.56,S
63,34,167.64,M
45,22,154.94,XXS
52,55,157.48,M
61,62,165.1,L
81,35,167.64,XXXL
67,30,167.64,L
56,25,172.72,S
63,,167.64,L
63,35,175.26,XL
53,24,160.02,S
58,38,175.26,M
49,36,154.94,S
74,25,167.64,XL
58,29,167.64,M
61,45,162.56,XL
49,31,162.56,S
58,34,175.26,S
70,43,180.34,XL
53,28,157.48,S
70,55,165.1,XL
65,30,165.1,L
56,25,170.18,S
58,37,172.72,M
79,28,177.8,XXXL
56,29,160.02,S
74,29,172.72,XXXL
54,32,167.64,S
63,36,162.56,L
70,55,170.18,XXXL
54,32,157.48,M
52,27,160.02,M
61,30,172.72,M
58,32,167.64,M
63,29,182.88,XL
63,50,157.48,XL
58,34,154.94,M
72,26,167.64,L
63,38,172.72,L
52,44,170.18,S
79,47,172.72,XXXL
63,33,175.26,M
47,34,154.94,XXS
90,36,170.18,XXXL
60,32,172.72,L
57,30,172.72,S
90,36,170.18,XXXL
54,36,160.02,XXS
80,35,162.56,XXXL
58,22,165.1,XL
56,32,170.18,S
58,40,170.18,S
49,37,157.48,XXS
74,40,167.64,XL
59,39,160.02,XXXL
54,36,167.64,M
48,53,160.02,S
63,49,167.64,XXXL
61,40,165.1,M
72,41,175.26,XXXL
68,51,160.02,XXXL
62,27,162.56,XL
61,30,177.8,M
53,34,165.1,L
64,28,175.26,XL
70,34,180.34,XXXL
58,33,162.56,M
61,31,175.26,M
58,61,162.56,L
68,32,175.26,XL
63,41,167.64,L
54,27,152.4,M
62,37,172.72,XXXL
52,67,160.02,M
55,31,172.72,S
56,32,170.18,M
65,32,170.18,XXXL
65,31,165.1,XL
62,35,170.18,XL
52,57,162.56,S
54,23,157.48,S
59,52,160.02,L
47,28,160.02,XXS
63,36,170.18,XXXL
58,35,167.64,XL
68,42,172.72,XL
54,58,160.02,S
58,34,172.72,M
56,38,160.02,S
49,39,157.48,S
77,28,160.02,XXXL
54,38,172.72,S
61,35,167.64,XXXL
72,30,172.72,XL
56,32,157.48,M
63,41,170.18,L
81,36,162.56,XXXL
61,39,152.4,XL
61,31,162.56,M
63,30,177.8,L
86,34,,XXXL
63,27,167.64,XL
63,21,167.64,L
45,27,157.48,S
61,52,167.64,M
81,30,170.18,XXXL
47,25,157.48,XXS
52,40,154.94,S
61,28,170.18,XL
61,28,167.64,XL
56,26,162.56,S
54,22,170.18,S
58,41,157.48,L
67,27,177.8,L
56,29,170.18,L
68,27,172.72,XXXL
56,50,170.18,M
56,32,165.1,S
61,49,170.18,XL
65,31,180.34,L
54,31,162.56,XXS
55,25,165.1,L
68,34,154.94,XL
86,32,165.1,XXXL
59,34,160.02,XL
68,21,177.8,XL
50,30,160.02,XXS
58,27,170.18,S
63,41,170.18,L
61,39,172.72,XXXL
56,30,152.4,L
86,34,177.8,XXXL
63,39,167.64,XXXL
57,40,170.18,M
63,33,167.64,XL
60,30,165.1,XXS
68,37,170.18,XL
69,35,165.1,XXXL
57,46,160.02,M
58,26,160.02,S
53,47,160.02,S
54,25,167.64,M
70,31,165.1,XXXL
56,25,157.48,M
49,39,160.02,S
65,26,177.8,M
63,18,172.72,M
62,,167.64,L
79,27,172.72,XXXL
52,34,160.02,XXS
65,37,165.1,XL
54,32,157.48,M
61,30,162.56,L
58,21,167.64,M
60,28,170.18,S
71,27,160.02,XXXL
52,26,154.94,XXS
63,29,172.72,M
61,39,149.86,XL
67,46,172.72,XXXL
63,27,167.64,L
63,33,180.34,S
70,29,170.18,XXXL
58,29,165.1,S
70,29,162.56,XXXL
79,30,167.64,XXXL
61,32,167.64,XL
54,27,162.56,S
49,36,157.48,S
49,35,162.56,XXS
49,41,162.56,S
56,32,162.56,XXS
55,30,167.64,M
54,35,167.64,S
54,46,165.1,S
63,36,170.18,M
49,24,160.02,XXS
58,30,167.64,S
57,30,167.64,M
58,37,167.64,M
58,23,162.56,M
81,30,162.56,XXXL
48,26,162.56,S
61,37,177.8,L
58,38,165.1,S
56,29,167.64,XXS
49,21,162.56,XXS
58,40,167.64,M
58,32,157.48,S
61,33,165.1,M
56,19,162.56,S
61,35,160.02,XL
59,33,162.56,XL
63,36,170.18,XL
58,29,165.1,M
53,46,160.02,S
68,30,170.18,XL
54,31,160.02,S
56,31,160.02,S
57,33,170.18,L
58,33,162.56,L
65,37,165.1,XL
47,27,154.94,S
52,45,162.56,S
90,43,170.18,XXXL
57,28,162.56,M
68,34,170.18,M
71,41,175.26,L
58,39,165.1,M
70,23,162.56,XXXL
57,28,160.02,M
56,18,170.18,M
49,31,154.94,XXS
61,31,175.26,S
68,38,160.02,L
56,27,162.56,S
58,39,167.64,M
49,30,157.48,XXS
65,48,157.48,XL
49,28,162.56,XXS
49,24,167.64,M
58,23,165.1,L
63,30,172.72,L
61,36,172.72,L
49,30,154.94,S
61,29,167.64,L
63,42,170.18,M
58,31,167.64,M
49,38,165.1,S
49,30,167.64,XXS
61,30,162.56,XL
83,33,180.34,XXXL
68,29,165.1,XL
63,35,172.72,L
54,26,170.18,S
54,30,160.02,S
54,24,165.1,S
58,39,167.64,L
61,32,175.26,S
48,48,170.18,S
62,44,162.56,XL
63,36,165.1,M
68,28,180.34,M
65,43,175.26,XL
63,28,160.02,M
49,26,165.1,S
56,46,160.02,S
56,31,152.4,M
45,28,157.48,XXS
52,38,165.1,XXS
72,46,170.18,XL
67,39,175.26,XXXL
70,50,162.56,XL
61,42,165.1,M
58,30,162.56,M
63,50,167.64,L
68,33,157.48,XL
68,28,160.02,XXXL
51,32,165.1,XXS
72,29,157.48,XL
58,30,172.72,S
61,25,165.1,L
53,41,162.56,S
52,42,165.1,S
52,31,162.56,M
72,53,167.64,XL
96,39,160.02,XXXL
63,31,175.26,M
65,32,162.56,XXXL
58,23,175.26,S
64,30,154.94,M
52,15,165.1,M
72,31,172.72,XXXL
56,39,167.64,S
54,32,154.94,M
54,32,162.56,M
58,41,167.64,M
56,31,160.02,M
97,29,167.64,XXXL
60,33,,L
54,35,157.48,M
53,44,165.1,S
70,32,172.72,XL
52,27,165.1,M
68,55,170.18,XXXL
55,26,170.18,XXS
68,34,172.72,L
72,34,170.18,XXXL
67,35,167.64,XXXL
58,44,162.56,XXS
81,34,170.18,XXXL
49,33,160.02,XXS
65,26,172.72,L
58,45,165.1,XL
49,31,162.56,XXS
54,29,170.18,S
62,42,180.34,L
59,35,170.18,S
54,48,162.56,S
70,32,175.26,L
53,35,160.02,M
79,33,170.18,XXXL
58,35,167.64,L
63,31,170.18,L
47,30,157.48,XXS
64,30,172.72,L
49,24,157.48,XXS
47,52,157.48,XXS
58,32,170.18,L
79,45,162.56,XXXL
47,23,160.02,XXS
47,25,160.02,XXS
64,38,165.1,XL
55,31,160.02,L
61,29,157.48,L
72,27,165.1,XXXL
61,29,165.1,M
54,31,167.64,S
67,47,170.18,XL
61,35,157.48,XL
60,26,170.18,M
46,28,149.86,XXS
63,33,170.18,L
72,31,167.64,XL
58,42,175.26,S
52,36,162.56,S
56,31,165.1,S
60,38,160.02,M
68,31,172.72,M
63,36,160.02,XXXL
56,32,157.48,M
54,28,162.56,S
63,27,167.64,M
63,31,177.8,M
52,31,162.56,S
56,32,167.64,S
54,34,167.64,XXS
74,27,157.48,XXXL
58,28,172.72,S
58,30,172.72,M
66,24,165.1,XL
61,36,170.18,M
50,31,152.4,S
61,23,154.94,XXXL
55,33,162.56,XXS
46,32,152.4,S
49,39,154.94,S
72,39,167.64,XXXL
49,38,160.02,S
58,28,172.72,S
54,35,165.1,M
66,50,175.26,L
56,30,149.86,M
61,26,165.1,L
58,35,160.02,L
72,30,167.64,XL
56,35,160.02,L
65,34,162.56,L
63,39,172.72,L
56,37,157.48,M
54,50,162.56,S
60,45,167.64,S
68,41,160.02,M
54,34,160.02,S
56,30,167.64,M
66,32,177.8,M
58,26,160.02,L
58,30,160.02,M
55,29,162.56,S
49,30,157.48,S
56,47,154.94,M
68,33,172.72,L
83,33,177.8,XXXL
52,29,167.64,S
54,35,165.1,M
47,21,172.72,S
65,26,172.72,XL
59,31,165.1,M
58,33,165.1,L
56,31,157.48,S
54,29,152.4,M
61,58,162.56,XL
60,31,165.1,S
86,30,167.64,XXXL
56,19,162.56,S
58,47,167.64,M
57,37,160.02,XL
77,27,182.88,XXXL
47,28,154.94,M
62,28,170.18,M
70,45,177.8,XL
56,31,162.56,M
108,30,175.26,XXXL
52,32,162.56,M
68,32,165.1,XXXL
47,37,154.94,S
49,27,152.4,S
77,34,182.88,XXXL
58,32,157.48,M
66,36,160.02,XL
62,48,170.18,M
45,27,149.86,XXS
63,34,165.1,XL
62,29,165.1,L
56,32,160.02,XL
56,29,160.02,M
57,30,170.18,S
52,26,170.18,XXS
58,49,175.26,M
79,25,162.56,XXXL
55,24,157.48,M
73,23,175.26,L
67,30,170.18,L
58,29,170.18,S
58,33,180.34,S
61,39,167.64,L
58,35,167.64,M
53,32,160.02,M
49,36,157.48,S
58,28,160.02,M
50,28,152.4,S
63,38,162.56,XL
60,32,177.8,M
48,44,162.56,XXS
54,44,160.02,M
70,45,167.64,XL
72,31,157.48,XXXL
61,28,157.48,L
56,32,157.48,M
58,43,167.64,XL
65,39,165.1,XXXL
44,39,162.56,XXS
61,26,162.56,M
65,27,170.18,L
52,27,160.02,XXS
63,56,167.64,XXXL
52,30,162.56,S
77,33,170.18,XXXL
47,26,147.32,XXS
66,54,170.18,XL
54,27,172.72,S
70,34,170.18,XL
49,45,157.48,XXS
77,27,172.72,XXXL
113,29,170.18,XXXL
54,35,157.48,M
56,31,167.64,S
49,26,160.02,XXS
58,47,167.64,S
43,32,157.48,XXS
63,24,160.02,S
61,27,165.1,XXXL
60,34,170.18,XL
92,32,177.8,XXXL
70,36,177.8,XXXL
65,26,177.8,XL
56,39,162.56,M
56,38,167.64,XL
90,35,180.34,XXXL
58,34,175.26,S
81,26,170.18,XXXL
49,58,162.56,S
62,33,162.56,XL
56,27,165.1,S
56,35,165.1,M
63,35,175.26,M
65,26,170.18,XL
47,32,157.48,XXS
70,23,160.02,XL
65,33,165.1,L
63,29,167.64,S
56,40,162.56,M
104,37,175.26,XXXL
54,29,165.1,M
56,27,167.64,L
56,32,172.72,M
53,45,157.48,S
61,24,170.18,M
56,31,167.64,S
56,33,162.56,M
61,38,162.56,L
77,37,177.8,XXXL
70,32,172.72,M
68,35,167.64,XL
58,48,157.48,L
50,31,157.48,XXS
62,31,162.56,XL
58,33,170.18,S
63,42,170.18,M
49,38,152.4,S
58,27,160.02,M
68,24,167.64,M
65,43,165.1,XXXL
65,34,170.18,XL
68,36,180.34,L
72,27,172.72,XXXL
65,44,162.56,L
58,40,175.26,M
54,24,160.02,S
54,32,157.48,S
58,31,162.56,L
68,29,167.64,L
61,44,162.56,XL
49,28,160.02,XXS
55,31,162.56,M
65,38,172.72,L
53,36,152.4,S
58,53,170.18,XXXL
55,35,162.56,XXS
65,30,160.02,M
52,39,167.64,XXS
58,31,170.18,M
61,35,160.02,XL
54,28,162.56,S
56,32,162.56,S
77,40,172.72,XXXL
43,32,152.4,XXS
53,45,175.26,S
55,26,170.18,XL
63,45,165.1,M
63,30,165.1,S
56,44,165.1,M
61,23,,L
53,24,154.94,S
58,31,170.18,M
49,41,157.48,XXS
57,21,167.64,M
81,36,172.72,XXXL
61,33,177.8,L
59,40,162.56,XL
53,44,162.56,XXS
61,32,162.56,L
58,30,170.18,M
72,46,167.64,XL
58,31,160.02,L
53,41,165.1,M
54,50,165.1,M
86,30,157.48,XXXL
61,30,172.72,M
77,28,172.72,XXXL
61,29,162.56,L
77,30,165.1,L
54,26,162.56,S
72,35,160.02,XXXL
61,47,170.18,XL
65,32,172.72,L
58,32,157.48,M
53,36,167.64,S
65,58,170.18,XXXL
